id_execucao,id_cenario,grupo,patologia,n_holders,distribuicao,parametro_dist,n_candidatos,tamanho_comite,turnout,n_aprovacoes,n_blocos,frac_proxy,tam_cartel,orcamento_suborno,frac_exchange,frac_colludida,n_rodadas,vantagem_incumbencia,reinveste_recompensa,metrica,camada,media,ic95,n_runs,seed_base
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,0.000278,0.000545,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,0.000278,0.000545,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,0.000278,0.000545,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,stake,0.993524,0.00068,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,eleito,0.894197,0.021716,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,produzido,0.894409,0.02164,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,1.0,0.0,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,1.2,0.145585,30,123
20260703-200911,9,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,1.166667,0.135641,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.0,0.0,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.0,0.0,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.0,0.0,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,stake,8e-06,1.5e-05,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,8e-06,1.5e-05,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,8e-06,1.5e-05,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,0.000518,0.001015,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,0.000518,0.001015,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,0.000518,0.001015,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,stake,0.993524,0.00068,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,eleito,0.86768,0.021453,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,produzido,0.868167,0.021396,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,1.0,0.0,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,1.266667,0.16095,30,123
20260703-200911,10,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,1.266667,0.16095,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.0,0.0,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.0,0.0,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.0,0.0,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,stake,8e-06,1.5e-05,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,8e-06,1.5e-05,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,8e-06,1.5e-05,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,0.000518,0.001015,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,0.000518,0.001015,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,0.000518,0.001015,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,stake,0.993524,0.00068,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,eleito,0.849293,0.019513,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,produzido,0.850073,0.019456,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,1.0,0.0,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,1.533333,0.181577,30,123
20260703-200911,11,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,1.366667,0.175392,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.0,0.0,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.0,0.0,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.0,0.0,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,stake,8e-06,1.5e-05,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,8e-06,1.5e-05,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,8e-06,1.5e-05,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,0.000518,0.001015,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,0.000518,0.001015,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,0.000518,0.001015,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,stake,0.993524,0.00068,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,eleito,0.852465,0.020116,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,produzido,0.85324,0.020057,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,1.0,0.0,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,1.533333,0.181577,30,123
20260703-200911,12,G4,compra_de_voto,200,zipf,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,1.366667,0.175392,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.015222,0.006181,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.015222,0.006181,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.015222,0.006181,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.818189,0.274776,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.818189,0.274776,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.818189,0.274776,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,4.302765,0.376373,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,4.302765,0.376373,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,4.302765,0.376373,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,stake,0.649071,0.029101,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,eleito,0.243075,0.025738,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,produzido,0.244479,0.02575,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,9.066667,2.441417,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,4.833333,0.211878,30,123
20260703-200911,13,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,4.833333,0.211878,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.015151,0.005321,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.015151,0.005321,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.015151,0.005321,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.905502,0.269381,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.905502,0.269381,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.905502,0.269381,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,4.454296,0.38305,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,4.454296,0.38305,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,4.454296,0.38305,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,stake,0.649071,0.029101,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,eleito,0.238929,0.024478,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,produzido,0.240892,0.024432,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,9.066667,2.441417,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,4.866667,0.204454,30,123
20260703-200911,14,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,4.833333,0.211878,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.012065,0.006311,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.012065,0.006311,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.012065,0.006311,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.784303,0.26361,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.784303,0.26361,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.784303,0.26361,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,4.267479,0.378971,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,4.267479,0.378971,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,4.267479,0.378971,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,stake,0.649071,0.029101,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,eleito,0.24823,0.025419,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,gini,produzido,0.24993,0.025591,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,9.066667,2.441417,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,4.833333,0.211878,30,123
20260703-200911,15,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.05,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,4.833333,0.211878,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.007945,0.00225,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.007945,0.00225,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.007945,0.00225,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.594648,0.251136,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.594648,0.251136,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.594648,0.251136,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,3.986955,0.354045,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,3.986955,0.354045,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,3.986955,0.354045,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,stake,0.649071,0.029101,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,eleito,0.261653,0.025456,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,gini,produzido,0.263215,0.025629,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,9.066667,2.441417,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,4.733333,0.186377,30,123
20260703-200911,16,G4,compra_de_voto,500,pareto,1.16,100,21,1.0,30,10000,0.0,0,0.1,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,4.733333,0.186377,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.001281,0.00049,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.001281,0.00049,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.001281,0.00049,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.641738,0.008715,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.641738,0.008715,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.641738,0.008715,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,3.654811,0.012137,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,3.654811,0.012137,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,3.654811,0.012137,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,stake,0.33228,0.004976,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,eleito,0.020392,0.001326,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,gini,produzido,0.032313,0.002236,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,92.633333,0.868865,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,7.0,0.0,30,123
20260703-200911,17,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,1,0.0,0.0,coef_nakamoto,produzido,7.0,0.0,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,stake,0.001263,0.000454,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,eleito,0.001263,0.000454,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_por_cadeira,produzido,0.001263,0.000454,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,stake,2.510107,0.01038,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,eleito,2.510107,0.01038,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover,produzido,2.510107,0.01038,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,stake,3.473488,0.015067,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,eleito,3.473488,0.015067,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,custo_takeover_51,produzido,3.473488,0.015067,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,stake,0.33228,0.004976,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,eleito,0.103463,0.001084,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,gini,produzido,0.113686,0.002278,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,stake,92.633333,0.868865,30,123
20260703-200911,18,G4,compra_de_voto,500,uniforme,1.16,100,21,1.0,30,10000,0.0,0,0.02,0.0,0.0,1,0.0,0.0,coef_nakamoto,eleito,6.0,0.0,30,123
